salesOrderId,orderDate,dueDate,shipDate,status,salesOrderNumber,purchaseOrderNumber,accountNumber,territory,billToAddress,shipToAddress,creditCardId,creditCardApprovalCode,currencyRateId,subTotal,taxAmount,freight,totalDue
43832,2011-06-28T00:00:00,2011-07-10T00:00:00,2011-07-05T00:00:00,Shipped,SO43832,,10-4030-013584,United Kingdom (United Kingdom),"2181 Brownstone Rd.-Runcorn, England, United Kingdom","2181 Brownstone Rd.-Runcorn, England, United Kingdom",10429.0,235202Vi53783,373.0,3578.27,286.2616,89.4568,3953.9884
43833,2011-06-29T00:00:00,2011-07-11T00:00:00,2011-07-06T00:00:00,Shipped,SO43833,,10-4030-021727,Canada (Canada),"4082 Shell Ct-Shawnee, British Columbia, Canada","4082 Shell Ct-Shawnee, British Columbia, Canada",15641.0,530291Vi80832,381.0,3578.27,286.2616,89.4568,3953.9884
43834,2011-06-29T00:00:00,2011-07-11T00:00:00,2011-07-06T00:00:00,Shipped,SO43834,,10-4030-028393,France (France),"802, avenue du Port-Courbevoie, Hauts de Seine, France","802, avenue du Port-Courbevoie, Hauts de Seine, France",16716.0,331739Vi86614,385.0,3374.99,269.9992,84.3748,3729.364
43835,2011-06-29T00:00:00,2011-07-11T00:00:00,2011-07-06T00:00:00,Shipped,SO43835,,10-4030-019802,Canada (Canada),"546 Leonard Ct-Newton, British Columbia, Canada","546 Leonard Ct-Newton, British Columbia, Canada",2755.0,933259Vi14346,381.0,3374.99,269.9992,84.3748,3729.364
43836,2011-06-29T00:00:00,2011-07-11T00:00:00,2011-07-06T00:00:00,Shipped,SO43836,,10-4030-026620,Canada (Canada),"7355 Macarthur Avenue-Shawnee, British Columbia, Canada","7355 Macarthur Avenue-Shawnee, British Columbia, Canada",6966.0,233797Vi36226,381.0,699.0982,55.9279,17.4775,772.5036
43837,2011-06-29T00:00:00,2011-07-11T00:00:00,2011-07-06T00:00:00,Shipped,SO43837,,10-4030-011009,Australia (Australia),"3839 Northgate Road-Hervey Bay, Queensland, Australia","3839 Northgate Road-Hervey Bay, Queensland, Australia",,,379.0,3374.99,269.9992,84.3748,3729.364
43838,2011-06-30T00:00:00,2011-07-12T00:00:00,2011-07-07T00:00:00,Shipped,SO43838,,10-4030-027641,Southwest (United States),"3740 Azalea Avenue-El Cajon, California, United States","3740 Azalea Avenue-El Cajon, California, United States",1178.0,230193Vi5985,,3578.27,286.2616,89.4568,3953.9884
43839,2011-06-30T00:00:00,2011-07-12T00:00:00,2011-07-07T00:00:00,Shipped,SO43839,,10-4030-027673,Northwest (United States),"4943 Tupelo Drive-Bremerton, Washington, United States","4943 Tupelo Drive-Bremerton, Washington, United States",15759.0,830207Vi81479,,3578.27,286.2616,89.4568,3953.9884
43840,2011-06-30T00:00:00,2011-07-12T00:00:00,2011-07-07T00:00:00,Shipped,SO43840,,10-4030-017957,France (France),"11, rue du Départ-Sèvres, Hauts de Seine, France","11, rue du Départ-Sèvres, Hauts de Seine, France",16913.0,730401Vi87689,398.0,699.0982,55.9279,17.4775,772.5036
43841,2011-06-30T00:00:00,2011-07-12T00:00:00,2011-07-07T00:00:00,Shipped,SO43841,,10-4030-013406,Germany (Germany),"Auf der Krone 4775-Münster, Saarland, Germany","Auf der Krone 4775-Münster, Saarland, Germany",5858.0,631110Vi30576,396.0,3578.27,286.2616,89.4568,3953.9884
43842,2011-06-30T00:00:00,2011-07-12T00:00:00,2011-07-07T00:00:00,Shipped,SO43842,,10-4030-016630,Australia (Australia),"7964 Gentrytown Drive-Sunbury, Victoria, Australia","7964 Gentrytown Drive-Sunbury, Victoria, Australia",17051.0,634634Vi88522,392.0,3578.27,286.2616,89.4568,3953.9884
43843,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43843,PO19923118772,10-4020-000018,Central (United States),"855 East Main Avenue-Zeeland, Michigan, United States","855 East Main Avenue-Zeeland, Michigan, United States",13712.0,25020Vi71036,,32940.1556,3174.1988,991.9371,37106.2915
43844,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43844,PO19691138342,10-4020-000353,Canada (Canada),"P.O. Box 44000-Winnipeg, Manitoba, Canada","P.O. Box 44000-Winnipeg, Manitoba, Canada",5577.0,105103Vi29202,407.0,20249.94,1943.9942,607.4982,22801.4324
43845,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43845,PO19546184286,10-4020-000206,Southeast (United States),"3990 Silas Creek Parkway-Winston-Salem, North Carolina, United States","3990 Silas Creek Parkway-Winston-Salem, North Carolina, United States",2364.0,15114Vi12293,,8580.0739,823.6669,257.3959,9661.1367
43846,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43846,PO19430112391,10-4020-000318,Canada (Canada),"25537 Hillside Avenue-Victoria, British Columbia, Canada","25537 Hillside Avenue-Victoria, British Columbia, Canada",5528.0,115137Vi28965,407.0,919.5201,90.6637,28.3324,1038.5162
43847,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43847,PO19227161888,10-4020-000210,Canada (Canada),"25 First Canadian Place-Toronto, Ontario, Canada","25 First Canadian Place-Toronto, Ontario, Canada",181.0,55182Vi966,407.0,908.8209,86.9292,27.1654,1022.9155
43848,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43848,PO18908190536,10-4020-000164,Northwest (United States),"994 Sw Cherry Park Rd-Troutdale, Oregon, United States","994 Sw Cherry Park Rd-Troutdale, Oregon, United States",15882.0,15215Vi82057,,18269.946,1753.9148,548.0984,20571.9592
43849,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43849,PO18676186169,10-4020-000697,Northwest (United States),"9927 N. Main St.-Tooele, Utah, United States","9927 N. Main St.-Tooele, Utah, United States",14559.0,55256Vi75492,,20544.7015,1969.9765,615.6177,23130.2957
43850,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43850,PO18415143340,10-4020-000191,Canada (Canada),"258 King Street East-Toronto, Ontario, Canada","258 King Street East-Toronto, Ontario, Canada",11072.0,75292Vi57135,407.0,10183.7952,982.9377,307.168,11473.9009
43851,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43851,PO18386167654,10-4020-000558,Northeast (United States),"Lake Region Factory Outlet-Tilton, New Hampshire, United States","Lake Region Factory Outlet-Tilton, New Hampshire, United States",8979.0,125302Vi46289,,6783.7679,651.4975,203.593,7638.8584
43852,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43852,PO17864179720,10-4020-000568,Canada (Canada),"6th Floor, 25st Canadian Place-Toronto, Ontario, Canada","6th Floor, 25st Canadian Place-Toronto, Ontario, Canada",8043.0,115310Vi41710,407.0,2024.994,194.3994,60.7498,2280.1432
43853,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43853,PO18270155899,10-4020-000011,Canada (Canada),"52560 Free Street-Toronto, Ontario, Canada","52560 Free Street-Toronto, Ontario, Canada",12279.0,85313Vi63488,407.0,26354.922,2530.0725,790.6477,29675.6422
43854,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43854,PO17777139245,10-4020-000208,Canada (Canada),"2545 King Street West-Toronto, Ontario, Canada","2545 King Street West-Toronto, Ontario, Canada",9855.0,45354Vi50783,407.0,1749.588,167.9604,52.4876,1970.036
43855,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43855,PO17748116016,10-4020-000102,Canada (Canada),"630 University Avenue-Toronto, Ontario, Canada","630 University Avenue-Toronto, Ontario, Canada",14454.0,65357Vi74935,407.0,10993.3516,1058.7224,330.8508,12382.9248
43856,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43856,PO17313123131,10-4020-000389,Canada (Canada),"Suite 25800 3401 - 10810th Avenue-Surrey, British Columbia, Canada","Suite 25800 3401 - 10810th Avenue-Surrey, British Columbia, Canada",18049.0,55434Vi93678,407.0,2036.394,195.3874,61.0586,2292.84
43857,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43857,PO16733124458,10-4020-000533,Canada (Canada),"Depot 80-Sillery, Quebec, Canada","Depot 80-Sillery, Quebec, Canada",18260.0,45523Vi94762,407.0,7186.5371,689.052,215.3287,8090.9178
43858,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43858,PO16791124272,10-4020-000036,Northeast (United States),"6900 William Richardson Ct.-South Bend, Indiana, United States","6900 William Richardson Ct.-South Bend, Indiana, United States",3274.0,35544Vi17259,,13694.3494,1317.0672,411.5835,15423.0001
43859,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43859,PO16762199940,10-4020-000259,Southwest (United States),"Simi @ The Plaza-Simi Valley, California, United States","Simi @ The Plaza-Simi Valley, California, United States",11840.0,85562Vi61174,,3911.5991,375.2443,117.2639,4404.1073
43860,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43860,PO16646146654,10-4020-000001,Northwest (United States),"2251 Elliot Avenue-Seattle, Washington, United States","2251 Elliot Avenue-Seattle, Washington, United States",19181.0,105571Vi99678,,10993.3942,1057.2843,330.4013,12381.0798
43861,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43861,PO16327172067,10-4020-000584,Southeast (United States),"Savannah Festival Outlet-Savannah, Georgia, United States","Savannah Festival Outlet-Savannah, Georgia, United States",6675.0,45614Vi34749,,23401.1062,2244.4088,701.3777,26346.8927
43862,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43862,PO16211194171,10-4020-000099,Southeast (United States),"9876 Fruitville Rd-Sarasota, Florida, United States","9876 Fruitville Rd-Sarasota, Florida, United States",6777.0,55631Vi35295,,31000.7804,2987.8703,933.7095,34922.3602
43863,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43863,PO15747169584,10-4020-000471,Southwest (United States),"23025 S.W. Military Rd.-San Antonio, Texas, United States","23025 S.W. Military Rd.-San Antonio, Texas, United States",11717.0,65637Vi60618,,1718.8983,164.9658,51.5518,1935.4159
43864,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43864,PO16037151094,10-4020-000384,Southwest (United States),"San Diego Factory-San Ysidro, California, United States","San Diego Factory-San Ysidro, California, United States",1896.0,45642Vi9831,,38474.3572,3703.8969,1157.4678,43335.7219
43865,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43865,PO15689147174,10-4020-000328,Southwest (United States),"72540 Blanco Rd.-San Antonio, Texas, United States","72540 Blanco Rd.-San Antonio, Texas, United States",4623.0,45669Vi24257,,13196.0548,1268.2589,396.3309,14860.6446
43866,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43866,PO14529112624,10-4020-000289,Northwest (United States),"67 Rainer Ave S-Renton, Washington, United States","67 Rainer Ave S-Renton, Washington, United States",14363.0,55805Vi74455,,4076.388,391.2268,122.2584,4589.8732
43867,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43867,PO14471123403,10-4020-000145,Northwest (United States),"Bldg. 9n/99298-Redmond, Washington, United States","Bldg. 9n/99298-Redmond, Washington, United States",1359.0,45808Vi6925,,32673.0446,3149.2911,984.1535,36806.4892
43868,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43868,PO14848158712,10-4020-000478,Canada (Canada),"46990 Viking Way-Richmond, British Columbia, Canada","46990 Viking Way-Richmond, British Columbia, Canada",10628.0,85848Vi54777,407.0,2146.962,206.1084,64.4089,2417.4793
43869,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43869,PO14500145975,10-4020-000650,Northwest (United States),"62500 Neil Road-Reno, Nevada, United States","62500 Neil Road-Reno, Nevada, United States",6386.0,45864Vi33152,,49193.9864,4734.607,1479.5647,55408.1581
43870,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43870,PO14326149236,10-4020-000107,Northeast (United States),"58 Teed Drive-Randolph, Massachusetts, United States","58 Teed Drive-Randolph, Massachusetts, United States",18323.0,55875Vi95160,,4316.9864,413.6232,129.2572,4859.8668
43871,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43871,PO13572145817,10-4020-000527,Central (United States),"8525 South Parker Road-Parker, Colorado, United States","8525 South Parker Road-Parker, Colorado, United States",4941.0,75995Vi25927,,9398.8972,899.949,281.2341,10580.0803
43872,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43872,PO12557127067,10-4020-000240,Southwest (United States),"Mall Of Orange-Orange, California, United States","Mall Of Orange-Orange, California, United States",3368.0,66128Vi17744,,11584.459,1110.9858,347.1831,13042.6279
43873,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43873,PO12499138177,10-4020-000078,Southwest (United States),"Incom Sports Center-Ontario, California, United States","Incom Sports Center-Ontario, California, United States",15090.0,96146Vi78070,,41250.4391,3973.725,1241.789,46465.9531
43874,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43874,PO12122162917,10-4020-000022,Central (United States),"2505 Gateway Drive-North Sioux City, South Dakota, United States","2505 Gateway Drive-North Sioux City, South Dakota, United States",13917.0,66171Vi72178,,419.4589,40.2681,12.5838,472.3108
43875,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43875,PO12586178184,10-4020-000278,Southeast (United States),"25631 Florida Mall Ave.-Orlando, Florida, United States","9707 Coldwater Drive-Orlando, Florida, United States",204.0,116188Vi1051,,121761.9396,11871.5033,3709.8448,137343.2877
43876,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43876,PO12006119347,10-4020-000270,Northeast (United States),"225200 Miles Ave.-North Randall, Ohio, United States","225200 Miles Ave.-North Randall, Ohio, United States",6005.0,66205Vi31256,,7135.2649,686.9474,214.6711,8036.8834
43877,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43877,PO11919119101,10-4020-000073,Northwest (United States),"Great Northwestern-North Bend, Washington, United States","Great Northwestern-North Bend, Washington, United States",5343.0,56208Vi27980,,20628.5745,1977.1163,617.8489,23223.5397
43878,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43878,PO11716136854,10-4020-000144,Northeast (United States),"123 Union Square South-New York, New York, United States","123 Union Square South-New York, New York, United States",7167.0,46227Vi37199,,4079.988,391.6788,122.3996,4594.0664
43879,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43879,PO11600128380,10-4020-000569,Canada (Canada),"254 Colonnade Road-Nepean, Ontario, Canada","254 Colonnade Road-Nepean, Ontario, Canada",14729.0,26285Vi76327,407.0,21718.7639,2087.8858,652.4643,24459.114
43880,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43880,PO11020127453,10-4020-000336,Canada (Canada),"965 De La Gauchetiere West-Montreal, Quebec, Canada","965 De La Gauchetiere West-Montreal, Quebec, Canada",18316.0,126355Vi95120,407.0,15479.55,1488.4458,465.1393,17433.1351
43881,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43881,PO10759119626,10-4020-000346,Central (United States),"455 256th St.-Moline, Illinois, United States","455 256th St.-Moline, Illinois, United States",569.0,56356Vi2945,,38816.8056,3725.7234,1164.2885,43706.8175
43882,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43882,PO10469165208,10-4020-000335,Canada (Canada),"5700 Explorer Drive-Mississauga, Ontario, Canada","5700 Explorer Drive-Mississauga, Ontario, Canada",11282.0,66419Vi58190,407.0,2024.994,194.3994,60.7498,2280.1432
43883,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43883,PO10121175623,10-4020-000684,Northeast (United States),"Connecticut Post Mall-Milford, Connecticut, United States","Connecticut Post Mall-Milford, Connecticut, United States",6126.0,76443Vi31838,,18320.6894,1763.0175,550.943,20634.6499
43884,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43884,PO10440182311,10-4020-000623,Central (United States),"City Center-Minneapolis, Minnesota, United States","99 Front Street-Minneapolis, Minnesota, United States",16665.0,96446Vi86292,,115696.3313,11215.3536,3504.798,130416.4829
43885,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43885,PO609186449,10-4020-000492,Southwest (United States),"3250 Baldwin Park Blvd-Baldwin Park, California, United States","3250 Baldwin Park Blvd-Baldwin Park, California, United States",13246.0,66522Vi68706,,68.4,5.928,1.8525,76.1805
43886,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43886,PO1827149671,10-4020-000317,Canada (Canada),"#9900 2700 Production Way-Burnaby, British Columbia, Canada","#9900 2700 Production Way-Burnaby, British Columbia, Canada",11745.0,76664Vi60734,407.0,17358.0101,1664.9942,520.3107,19543.315
43887,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43887,PO1276169981,10-4020-000548,Southeast (United States),"Hilton Head Factory Outlets No. 25-Bluffton, South Carolina, United States","Hilton Head Factory Outlets No. 25-Bluffton, South Carolina, United States",9478.0,106673Vi48861,,419.4589,40.2681,12.5838,472.3108
43888,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43888,PO2088113013,10-4020-000136,Canada (Canada),"655-4th Ave S.W.-Calgary, Alberta, Canada","655-4th Ave S.W.-Calgary, Alberta, Canada",12102.0,96752Vi62574,407.0,14432.8174,1388.4649,433.8953,16255.1776
43889,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43889,PO2030112412,10-4020-000661,Canada (Canada),"253131 Lake Frasier Drive, Office No. 2-Calgary, Alberta, Canada","253131 Lake Frasier Drive, Office No. 2-Calgary, Alberta, Canada",16905.0,126756Vi87636,407.0,2082.6748,199.3984,62.312,2344.3852
43890,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43890,PO2146115360,10-4020-000354,Canada (Canada),"Suite 99320 255 - 510th Avenue S.W.-Calgary, Alberta, Canada","Suite 99320 255 - 510th Avenue S.W.-Calgary, Alberta, Canada",14184.0,66771Vi73564,407.0,75191.9599,7234.307,2260.7209,84686.9878
43891,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43891,PO2726163521,10-4020-000029,Canada (Canada),"Station E-Chalk Riber, Ontario, Canada","Station E-Chalk Riber, Ontario, Canada",13366.0,36797Vi69277,407.0,32569.104,3126.3148,976.9734,36672.3922
43892,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43892,PO2523117473,10-4020-000167,Southwest (United States),"99000 S. Avalon Blvd. Suite 750-Carson, California, United States","99000 S. Avalon Blvd. Suite 750-Carson, California, United States",13468.0,26813Vi69778,,16544.5461,1587.1682,495.9901,18627.7044
43893,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43893,PO2204129382,10-4020-000370,Canada (Canada),"6400, 888 - 3rd Avenue-Calgary, Alberta, Canada","6400, 888 - 3rd Avenue-Calgary, Alberta, Canada",18480.0,116815Vi96000,407.0,419.4589,40.2681,12.5838,472.3108
43894,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43894,PO2958194987,10-4020-000559,Northwest (United States),"Frontier Mall-Cheyenne, Wyoming, United States","Frontier Mall-Cheyenne, Wyoming, United States",4842.0,46884Vi25430,,32492.604,3118.7048,974.5952,36585.904
43895,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43895,PO2900121738,10-4020-000469,Northwest (United States),"Lewis County Mall-Chehalis, Washington, United States","Lewis County Mall-Chehalis, Washington, United States",11011.0,16890Vi56787,,32459.9278,3121.4886,975.4652,36556.8816
43896,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43896,PO3857154341,10-4020-000256,Southwest (United States),"99828 Routh Street, Suite 825-Dallas, Texas, United States","99828 Routh Street, Suite 825-Dallas, Texas, United States",8991.0,128032Vi46347,,4345.8268,416.1227,130.0383,4891.9878
43897,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43897,PO3799116239,10-4020-000312,Southwest (United States),"Fox Hills-Culver City, California, United States","Fox Hills-Culver City, California, United States",17861.0,68035Vi92659,,51235.0091,4912.9311,1535.291,57683.2312
43898,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43898,PO4901196283,10-4020-000084,Canada (Canada),"25575 The Queensway-Etobicoke, Ontario, Canada","25575 The Queensway-Etobicoke, Ontario, Canada",6452.0,48128Vi33489,407.0,50948.9161,4908.5808,1533.9315,57391.4284
43899,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43899,PO5191115657,10-4020-000364,Central (United States),"25095 W. Florissant-Ferguson, Missouri, United States","25095 W. Florissant-Ferguson, Missouri, United States",7475.0,128165Vi38744,,11942.5965,1147.8551,358.7047,13449.1563
43900,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43900,PO5568199700,10-4020-000422,Southeast (United States),"Carolina Factory Shops-Gaffney, South Carolina, United States","Carolina Factory Shops-Gaffney, South Carolina, United States",8663.0,78252Vi44710,,34628.298,3323.6782,1038.6494,38990.6256
43901,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43901,PO5684189260,10-4020-000385,Southwest (United States),"Pacific West Outlet-Gilroy, California, United States","Pacific West Outlet-Gilroy, California, United States",9973.0,18266Vi51318,,22717.5954,2177.0702,680.3344,25575.0
43902,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43902,PO5858178400,10-4020-000566,Southeast (United States),"Gulfport Factory Shops-Gulfport, Mississippi, United States","Gulfport Factory Shops-Gulfport, Mississippi, United States",13160.0,48289Vi68229,,52803.4477,5091.7865,1591.1833,59486.4175
43903,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43903,PO5800178059,10-4020-000063,Southeast (United States),"Po Box 2257-Greensboro, North Carolina, United States","Po Box 2257-Greensboro, North Carolina, United States",13420.0,78316Vi69516,,20.1865,1.6149,0.5047,22.3061
43904,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43904,PO6351158788,10-4020-000255,Southwest (United States),"25500 Old Spanish Trail-Houston, Texas, United States","25500 Old Spanish Trail-Houston, Texas, United States",13104.0,108328Vi67850,,11361.2706,1093.5814,341.7442,12796.5962
43905,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43905,PO6293113391,10-4020-000612,Southeast (United States),"32525 Hollywood Blvd.-Hollywood, Florida, United States","32525 Hollywood Blvd.-Hollywood, Florida, United States",10234.0,128341Vi52839,,9880.2666,950.9438,297.1699,11128.3803
43906,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43906,PO6438197212,10-4020-000309,Southwest (United States),"2345 North Freeway-Houston, Texas, United States","2345 North Freeway-Houston, Texas, United States",15321.0,48355Vi79183,,32971.323,3162.1366,988.1677,37121.6273
43907,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43907,PO6641115253,10-4020-000342,Northeast (United States),"250 E. County Line Rd.-Indianapolis, Indiana, United States","250 E. County Line Rd.-Indianapolis, Indiana, United States",4835.0,68422Vi25408,,14660.3024,1407.7759,439.93,16508.0083
43908,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43908,PO6670111729,10-4020-000432,Northeast (United States),"Washington Square Ii-Indianapolis, Indiana, United States","Washington Square Ii-Indianapolis, Indiana, United States",161.0,108440Vi848,,2561.5408,246.3213,76.9754,2884.8375
43909,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43909,PO7221199520,10-4020-000326,Northwest (United States),"2583 Se 272nd St-Kent, Washington, United States","2583 Se 272nd St-Kent, Washington, United States",11815.0,98465Vi61077,,25493.3215,2461.1244,769.1014,28723.5473
43910,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43910,PO7598186753,10-4020-000045,Southeast (United States),"2550 High Street-La Vergne, Tennessee, United States","2550 High Street-La Vergne, Tennessee, United States",8103.0,68484Vi41999,,19411.9336,1867.3968,583.5615,21862.8919
43911,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43911,PO7627190040,10-4020-000433,Northwest (United States),"S Sound Ctr Suite 25300-Lacey, Washington, United States","S Sound Ctr Suite 25300-Lacey, Washington, United States",10270.0,108496Vi53004,,19734.8665,1896.6545,592.7045,22224.2255
43912,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43912,PO7656175368,10-4020-000403,Southwest (United States),"Lake Elisnor Place-Lake Elsinore, California, United States","Lake Elisnor Place-Lake Elsinore, California, United States",12177.0,108504Vi62954,,13078.2699,1258.9537,393.423,14730.6466
43913,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43913,PO7830112696,10-4020-000040,Southwest (United States),"509 Nafta Boulevard-Laredo, Texas, United States","509 Nafta Boulevard-Laredo, Texas, United States",15798.0,28527Vi81672,,36724.0974,3522.2975,1100.718,41347.1129
43914,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43914,PO7917120732,10-4020-000401,Northwest (United States),"Belz Factory Outlet-Las Vegas, Nevada, United States","Belz Factory Outlet-Las Vegas, Nevada, United States",1660.0,78545Vi8518,,8152.776,782.4537,244.5168,9179.7465
43915,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43915,PO8932129717,10-4020-000287,Central (United States),"399700 John R. Rd.-Madison Heights, Michigan, United States","399700 John R. Rd.-Madison Heights, Michigan, United States",11781.0,78621Vi60933,,4049.988,388.7988,121.4996,4560.2864
43916,2011-07-01T00:00:00,2011-07-13T00:00:00,2011-07-08T00:00:00,Shipped,SO43916,PO8874186100,10-4020-000348,Central (United States),"Rocky Mountain Pines Outlet-Loveland, Colorado, United States","Rocky Mountain Pines Outlet-Loveland, Colorado, United States",6264.0,18665Vi32553,,39450.7884,3788.8057,1184.0018,44423.5959
